,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
227,322,['Moses and Charles Ogden'],['Moses Ogden'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Ogden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
228,322,['Moses and Charles Ogden'],['Charles Ogden'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Ogden&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
229,324,['Robert Gilchrist'],['Robert Gilchrist'],1,Match,Full Match,"New York City Dock Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Gilchrist&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
230,325,['John Mitchie'],['John Mitchie'],1,Match,Only Location Found, Richmond,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mitchie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
231,327,['John and Francis Atkinson'],['John Atkenson'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Atkinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
232,327,['John and Francis Atkinson'],['Francis Atkinson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Atkinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
233,329,"['James Atkinson', 'John Atkinson']",['James Atkinson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Atkinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
234,329,"['James Atkinson', 'John Atkinson']",['John Atkenson'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Atkinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
235,330,['Margaret Cunningham'],['Margaret Cunningham'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Cunningham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
236,331,['Thomas Service'],['Thomas Service'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Service&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
237,336,['John Baker'],['John Baker'],1,No Match,Too Many Potential Matches Found 14,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Baker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
238,338,['Nicholas Fisher'],['Nicholas Fisher'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Fisher&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
239,339,['Cornelius Wendell'],['Cornelius Wendell'],1,Match,Full Match,"Albany Ward 3, Albany, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Wendell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
240,340,['Simon Remsen'],['Simon Remsen'],1,Match,Full Match,"Newtown, Queens, New York",22,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon_Remsen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
241,342,['Aryantye Wendell'],['Aryantye Wendell'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Aryantye_Wendell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
242,343,['Jacob Cuyler'],['Jacob Cuyler'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Cuyler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
243,344,['Rynier VanTevern'],['Rynier VanTevern'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rynier_VanTevern&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
244,346,"[""H and S Johnson and Co'""]","[""H and S Johnson '""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S Johnson_'&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
245,349,['Hugh Walsh'],['Hugh Welsh'],1,Match,Full Match,"New Windsor, Ulster, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hugh_Walsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
246,350,['Abigail Vergereau'],['Abigail Vergereau'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abigail_Vergereau&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
247,351,['Matthew Ten Eyck'],['Matthew Ten Eyck'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
248,353,['Abraham Brinckenhoff'],['Abraham Brinckenhoff'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Brinckenhoff&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
249,356,['John Atkinson'],['John Atkenson'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Atkinson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
250,357,['Philip de Freest'],['Philip de Freest'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip de_Freest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
251,358,['Robert Elaer'],['Robert Elaer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Elaer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
252,359,['Lynch and Stoughton'],['Dominick Lynch'],1,Match,Full Match,"New York City West Ward, New York, New York",15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Dominick_Lynch&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
253,359,['Lynch and Stoughton'],['Thomas Stoughton'],1,Match,Full Match,"New York City Dock Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Stoughton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
254,360,['Robert Crommelin'],['Robert Crommeline'],1,Match,Full Match,"Flushing, Queens, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Crommelin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
255,361,['Gulian Ludlow'],['Gulian Ludlow'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gulian_Ludlow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
256,362,['James Bloodgood'],['James Bloodgood'],1,Match,Full Match,"Albany Ward 3, Albany, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Bloodgood&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
257,364,['Malachi Treat'],['Malachi Treat'],1,Match,Full Match,"New York City North Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Malachi_Treat&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
258,366,['John Suydam'],['John Suydam'],1,Match,Only Location Found, Queens,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Suydam&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
259,367,['John Dill'],['John Dill'],1,Match,Only Location Found, Ulster,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dill&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
260,368,['George Briggs'],['George Briggs'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Briggs&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
261,369,['Elizabeth Graham'],['Elizabeth Graham'],1,Match,Full Match,"New York City Dock Ward, New York, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
262,370,['Barnet Mooney'],['Barnet Mooney'],1,Match,Full Match,"New York City West Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Barnet_Mooney&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
263,371,['Rachael VanNarck'],['Rachael VanNarck'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rachael_VanNarck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
264,372,['Elsey Evenson'],['Elsey Evenson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elsey_Evenson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
265,373,['Benjamin Seixas'],['Benjamin Seixias'],1,Match,Full Match,"New York City Dock Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Seixas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
266,374,['Isaac Nicoll'],['Isaac Nicoll'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Nicoll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
267,375,['Seth Johnson'],"['John, the 1st Johnson']",1,Match,Full Match,"Mamakating, Ulster, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
268,377,['Elias Pelletreau'],['Elias Pelletreau'],1,Match,Only Location Found, Suffolk,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Pelletreau&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
269,379,['Adam Gilchrist'],['Adam Gilchrist'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adam_Gilchrist&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
270,380,['Comfort Sands'],['Comfort Sands'],1,Match,Full Match,"New York City East Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Comfort_Sands&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
271,381,['Joseph Sterlitz'],['Joseph Sterlitz'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Sterlitz&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
272,382,['Catherine Cox'],['Catherine Cox'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Cox&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
273,384,['Andrew Hamersley'],['Andrew Hamersley'],1,Match,Full Match,"New York City East Ward, New York, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Hamersley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
274,386,['John Taylor'],['John Taylor'],1,No Match,Too Many Potential Matches Found 30,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Taylor&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
275,387,['Simeon Dewitt'],['Simeon De Wite'],1,Match,Full Match,"Albany Ward 1, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simeon_Dewitt&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
276,390,['John Roe'],['John Roe'],1,No Match,Too Many Potential Matches Found 11,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Roe&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
277,391,['Peter Corne'],['Peter Corne'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Corne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
278,392,['John C Shaw'],['John C Shaw'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Shaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
279,394,['Peter Anspach'],['Peter Anspack'],1,Match,Full Match,"New York City East Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Anspach&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
280,395,['Alexander Rose'],['Alexander Ross'],1,Match,Full Match,"Shawangunk, Ulster, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Rose&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
281,396,['John and Nicholas J Roosevelt'],['John Rosevelt'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
282,396,['John and Nicholas J Roosevelt'],['J Rosevelt'],1,Match,Full Match,"New York City East Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas J_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
283,397,['Peter Ketteltas'],['Peter Ketteltas'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Ketteltas&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
284,398,['Robert Livingston'],['Robert Livingston'],1,No Match,Too Many Potential Matches Found 9,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
285,399,['Rufus King'],['Rufus King'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rufus_King&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
286,401,['Eliphalet Wickes'],['Eliphalet Wickes'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eliphalet_Wickes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
287,402,['Thomas Wickes'],['Thomas Wickes'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Wickes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
288,403,['Evert W Swart'],['Evert Swart'],1,Match,Full Match,"Fishkill, Dutchess, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Evert W_Swart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
289,404,['Peter V B  Livingston'],['Peter V B  Livingston'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter V B _Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
290,405,['James Vernor'],['James Vernor'],1,Match,Full Match,"Stillwater, Albany, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Vernor&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
291,407,['John Fisher'],['John Fisher'],1,No Match,Too Many Potential Matches Found 9,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fisher&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
292,408,['Thomas Nixon'],['Thomas Nixon'],1,Match,Full Match,"New York City East Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Nixon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
293,410,['Thomas Durie'],['Thomas Durie'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Durie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
294,412,['David Peck'],['David Peck'],1,Match,Full Match,"Warwick, Orange, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Peck&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
295,413,['William Stuart'],['William Stuart'],1,Match,Full Match,"New York City West Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Stuart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
296,414,['H and S Johnson and Co'],['William I Johnston'],1,Match,Full Match,"New York City West Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S_Johnson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
297,415,['Henry Sadler'],['Henry Sadler'],1,Match,Full Match,"New York City East Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Sadler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
298,416,['James Harvey Pierpont'],['James Harvey Pierpont'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James Harvey_Pierpont&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
299,418,['Thomas Bibby'],['Thomas Bibby'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bibby&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
300,419,['Hendrick Van Vie'],['Hendrick Van Vie'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hendrick Van_Vie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
301,420,['Philip Garlogh'],['Philip Garlogh'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Garlogh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
302,421,['Gerrit Groesbeeck'],['Gerrit Groesbeeck'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrit_Groesbeeck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
303,422,['John Maley'],['John Maley'],1,Match,Full Match,"Albany Ward 3, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Maley&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
304,423,['Francis Van Dike'],['Francis Van Dike'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis Van_Dike&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
305,424,['Thomas Eddy'],['Thomas Eddy'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Eddy&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
306,425,['Adoniah Schuyler'],['Adoniah Schuyler'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adoniah_Schuyler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
307,428,['Leonard Bleecker'],['Leonard Bleecker'],1,Match,Full Match,"New York City Dock Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Bleecker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
308,429,['John Sanders'],['John Sanders'],1,Match,Full Match,"Schenectady, Albany, New York",21,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Sanders&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
309,430,['John and Baron Van Alen'],['John Van Alen'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Van_Alen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
310,431,['Fredrick Jay'],['Frederick Jay'],1,Match,Full Match,"New York City East Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Fredrick_Jay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
311,432,['Gerard Bancker'],['Gerard Bancker'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerard_Bancker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
312,441,['John Watts'],['John Watts'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Watts&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
313,443,['John Mowatt'],['John Mowatt'],1,No Match,Too Many Potential Matches Found 10,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
314,446,['Francis Childs'],['Francis Childs'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Childs&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
315,449,['Marrity Magaw'],['Marrity Magaw'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Marrity_Magaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
316,450,['John Landers'],['John Landers'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Landers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
317,451,['Jaques Voorkees'],['Jaques Voorkees'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jaques_Voorkees&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
318,453,['Morgan Lewis'],['Morgan Lewis'],1,Match,Full Match,"Rhinebeck, Dutchess, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Morgan_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
319,454,['Henry Whiteman'],['Henry Whiteman'],1,Match,Only Location Found, New York,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Whiteman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
320,455,['Isaac Roosevelt'],['Isaac Rosevelt'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",18,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Roosevelt&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
321,456,['Zacharias Hoffman'],['Zacharias Hoffman'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Zacharias_Hoffman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
322,459,['Elihu P Smyth'],['Elihu P Smyth'],1,No Match,Too Many Potential Matches Found 20,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elihu P_Smyth&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
323,464,['Jacob C Ten Eyck'],['Jacob C Ten Eyck'],1,No Match,Too Many Potential Matches Found 8,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob C Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
324,465,['Isaac and Henry Truax'],['Henry Truax'],1,Match,Full Match,"Albany Ward 3, Albany, New York",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
325,465,['Isaac and Henry Truax'],['Isaac Truax'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
326,466,['Forman Mount'],['Forman Mount'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Forman_Mount&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
327,468,['John Noble Cummings'],['John Cummings'],1,Match,Full Match,"Watervliet, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Noble_Cummings&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
328,469,['George Reed'],['George Reed'],1,Match,Full Match,"Watervliet, Albany, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Reed&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
329,471,['William Shephard'],['William Shephard'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Shephard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
330,473,['Thomas Smith'],['Thomas Smith'],1,No Match,Too Many Potential Matches Found 37,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Smith&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
331,475,['William Bull'],['William Bull'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Bull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
332,481,['Leonard Gansevoort'],['Leonard Gansevoort'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard_Gansevoort&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
333,485,['John D Coe'],['John D'],1,Match,Full Match,"Haverstraw, Orange, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John D_Coe&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
334,489,['Thomas Jenkins'],['Thomas Jenkins'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Jenkins&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
335,491,['Nicholas Lansing'],['Nicholas Lansing'],1,Match,Full Match,"Orange, Orange, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
